brand_Activia,brand_Alnatura,brand_Danone,brand_Ecke-Mit-Was-Drin,brand_Ja!,brand_Mueller,brand_Oikos,brand_Rewe,flavour_chocolate,flavour_raspberry,flavour_straciatella,flavour_strawberry,product_id,price,volume_per_joghurt_g,packsize,Avg_Price_by_Brand,Avg_Price_by_Product,Total_volum_pack,predicted_units,revenue
False,False,False,True,False,False,False,False,False,True,False,False,22,6.027,1000,6,6.343,7.116,6000,737.1038,4442.524727966309
False,False,False,True,False,False,False,False,False,True,False,False,22,6.0858,1000,6,6.343,7.116,6000,867.1564,5277.340249145508
False,False,False,True,False,False,False,False,False,True,False,False,22,8.6632,1000,6,6.343,7.116,6000,264.32193,2289.873743383789
False,False,False,True,False,False,False,False,False,True,False,False,22,6.6248,1000,6,6.343,7.116,6000,951.036,6300.423363964844
False,False,False,True,False,False,False,False,False,True,False,False,22,7.84,1000,6,6.343,7.116,6000,521.701,4090.135751953125
False,False,False,True,False,False,False,False,False,True,False,False,22,7.0363999999999995,1000,6,6.343,7.116,6000,787.2422,5539.350928125
False,False,False,True,False,False,False,False,False,True,False,False,22,7.7322,1000,6,6.343,7.116,6000,464.18527,3589.1733618347166
False,False,False,True,False,False,False,False,False,True,False,False,22,8.4868,1000,6,6.343,7.116,6000,180.74733,1533.9664377990723
False,False,False,True,False,False,False,False,False,True,False,False,22,5.1156,1000,6,6.343,7.116,6000,1089.357,5572.714953955077
False,False,False,True,False,False,False,False,False,True,False,False,22,6.125,1000,6,6.343,7.116,6000,822.3078,5036.635276794434
True,False,False,False,False,False,False,False,False,False,True,False,23,2.6754,500,6,5.899,5.078,3000,1355.616,3626.814957568359
True,False,False,False,False,False,False,False,False,False,True,False,23,3.0869999999999997,500,6,5.899,5.078,3000,1335.8904,4123.89360571289
True,False,False,False,False,False,False,False,False,False,True,False,23,4.557,500,6,5.899,5.078,3000,1256.3701,5725.278624023438
True,False,False,False,False,False,False,False,False,False,True,False,23,6.2916,500,6,5.899,5.078,3000,1187.9554,7474.140473583984
True,False,False,False,False,False,False,False,False,False,True,False,23,5.3214,500,6,5.899,5.078,3000,1004.2918,5344.238432849121
True,False,False,False,False,False,False,False,False,False,True,False,23,6.7424,500,6,5.899,5.078,3000,1255.6802,8466.2980171875
True,False,False,False,False,False,False,False,False,False,True,False,23,4.7726,500,6,5.899,5.078,3000,1425.6781,6804.191302856445
True,False,False,False,False,False,False,False,False,False,True,False,23,7.889,500,6,5.899,5.078,3000,946.08386,7463.6555897216795
True,False,False,False,False,False,False,False,False,False,True,False,23,4.361,500,6,5.899,5.078,3000,1313.718,5729.124274658203
True,False,False,False,False,False,False,False,False,False,True,False,23,4.067,500,6,5.899,5.078,3000,1368.8917,5567.282640014649
False,False,False,False,False,False,False,True,False,True,False,False,24,6.9776,1000,6,6.18,7.44888888888889,6000,340.2606,2374.2022899902345
False,False,False,False,False,False,False,True,False,True,False,False,24,6.2132,1000,6,6.18,7.44888888888889,6000,912.22546,5667.839252099609
False,False,False,False,False,False,False,True,False,True,False,False,24,7.0363999999999995,1000,6,6.18,7.44888888888889,6000,731.95526,5150.33000012207
False,False,False,False,False,False,False,True,False,True,False,False,24,8.0752,1000,6,6.18,7.44888888888889,6000,474.0019,3827.6600790039065
False,False,False,False,False,False,False,True,False,True,False,False,24,7.7812,1000,6,6.18,7.44888888888889,6000,602.18085,4685.689607983399
False,False,False,False,False,False,False,True,False,True,False,False,24,8.5064,1000,6,6.18,7.44888888888889,6000,156.47704,1331.0562549682616
False,False,False,False,False,False,False,True,False,True,False,False,24,6.7620000000000005,1000,6,6.18,7.44888888888889,6000,891.10974,6025.68407006836
False,False,False,False,False,False,False,True,False,True,False,False,24,6.8306,1000,6,6.18,7.44888888888889,6000,891.10974,6086.814198315429
False,False,False,False,False,False,False,True,False,True,False,False,24,7.5165999999999995,1000,6,6.18,7.44888888888889,6000,431.64038,3244.468086767578
False,False,True,False,False,False,False,False,False,False,False,False,25,3.9592,500,1,4.215,3.7329999999999997,500,1358.1506,5377.189993164063
False,False,True,False,False,False,False,False,False,False,False,False,25,3.5476,500,1,4.215,3.7329999999999997,500,1318.0774,4676.011357910156
False,False,True,False,False,False,False,False,False,False,False,False,25,4.2924,500,1,4.215,3.7329999999999997,500,1392.4117,5976.788166357422
False,False,True,False,False,False,False,False,False,False,False,False,25,3.9787999999999997,500,1,4.215,3.7329999999999997,500,1408.8341,5605.469142724609
False,False,True,False,False,False,False,False,False,False,False,False,25,3.0576,500,1,4.215,3.7329999999999997,500,1147.2637,3507.8734031249996
False,False,True,False,False,False,False,False,False,False,False,False,25,2.6264000000000003,500,1,4.215,3.7329999999999997,500,1283.2244,3370.260472851563
False,False,True,False,False,False,False,False,False,False,False,False,25,3.8122000000000003,500,1,4.215,3.7329999999999997,500,1411.7302,5381.79796225586
False,False,True,False,False,False,False,False,False,False,False,False,25,3.234,500,1,4.215,3.7329999999999997,500,1450.6896,4691.53008618164
False,False,True,False,False,False,False,False,False,False,False,False,25,3.5672,500,1,4.215,3.7329999999999997,500,1318.0774,4701.845674804687
False,False,True,False,False,False,False,False,False,False,False,False,25,4.508,500,1,4.215,3.7329999999999997,500,1396.6935,6296.294214355469
False,False,False,False,False,False,True,False,False,False,False,True,26,2.6557999999999997,500,1,4.218249999999999,3.3270000000000004,500,1326.3871,3522.6188202392573
False,False,False,False,False,False,True,False,False,False,False,True,26,2.2931999999999997,500,1,4.218249999999999,3.3270000000000004,500,1290.183,2958.6476175292964
False,False,False,False,False,False,True,False,False,False,False,True,26,2.3912,500,1,4.218249999999999,3.3270000000000004,500,1435.9385,3433.61608515625
False,False,False,False,False,False,True,False,False,False,False,True,26,3.4006000000000003,500,1,4.218249999999999,3.3270000000000004,500,1786.6515,6075.687054370118
False,False,False,False,False,False,True,False,False,False,False,True,26,3.7142,500,1,4.218249999999999,3.3270000000000004,500,1354.6383,5031.397594897461
False,False,False,False,False,False,True,False,False,False,False,True,26,3.1164,500,1,4.218249999999999,3.3270000000000004,500,1230.0436,3833.3078099121094
False,False,False,False,False,False,True,False,False,False,False,True,26,2.7538,500,1,4.218249999999999,3.3270000000000004,500,1249.3257,3440.3930674804687
False,False,False,False,False,False,True,False,False,False,False,True,26,4.9,500,1,4.218249999999999,3.3270000000000004,500,1344.0188,6585.692114257813
False,False,False,False,False,False,True,False,False,False,False,True,26,3.3124,500,1,4.218249999999999,3.3270000000000004,500,1599.0896,5296.824389746093
False,False,False,False,False,False,True,False,False,False,False,True,26,4.067,500,1,4.218249999999999,3.3270000000000004,500,1131.6971,4602.612282836914
